index,gate,up,gpu,ref,flagged
121945,0x1.b6edc6p-118,0x1.6c7cb8p+0,0x1.3877f8p-118,0x1.3877f6p-118,1
121967,-0x1.3109cp-130,-0x1.11bd0ap+0,0x0p+0,0x1.462ccp-131,0
121970,-0x1.2e308ep-122,0x1.065f16p+0,-0x1.35b5eep-123,-0x1.35b5fp-123,1
122020,-0x1.4e021ep-115,0x1.954aeap-1,-0x1.08658ap-116,-0x1.08658cp-116,1
122026,0x1.e61a7p-129,0x1.4ce18p+0,0x0p+0,0x1.3c0b4p-129,0
122045,0x1.d99ccp-130,0x1.86aa8cp+0,0x0p+0,0x1.69602p-130,0
122070,0x1.a47ba4p-125,0x1.313a6cp-1,0x0p+0,0x1.f55744p-127,1
122077,-0x1.0c07cap-123,-0x1.eb0da8p+0,0x1.01109cp-123,0x1.01109ep-123,1
122083,0x1.920208p-126,-0x1.a329e4p-2,-0x0p+0,-0x1.491d9p-128,1
122113,-0x1.5ee6p-132,0x1.feccb8p-3,-0x0p+0,-0x1.5e14p-135,0
122129,0x1.d3e6cp-131,0x1.1768bcp+1,0x0p+0,0x1.feb04p-131,0
122136,-0x1.111796p-123,0x1.2643bp-4,-0x0p+0,-0x1.39e948p-128,1
122155,0x1.861976p-113,0x1.15ddf2p-1,0x1.a76bc4p-115,0x1.a76bc2p-115,1
122159,0x1.7d0a6cp-124,-0x1.5be6dcp-5,-0x0p+0,-0x1.02ea6p-129,1
122161,0x1.71319ap-107,-0x1.105e7ep+0,-0x1.88ccfcp-108,-0x1.88ccfap-108,1
122179,-0x1.7e26p-133,-0x1.9328bcp-1,0x0p+0,0x1.2ceap-134,0
122182,-0x1.2167p-133,0x1.131548p+0,-0x0p+0,-0x1.36fap-134,0
122204,-0x1.534b8ep-121,-0x1.496f0ap-2,0x1.b49f42p-124,0x1.b49f44p-124,1
122215,0x1.081b5ap-107,0x1.2e34e8p-1,0x1.37c6dcp-109,0x1.37c6dap-109,1
122234,0x1.e7493ep-105,-0x1.2adab4p-2,-0x1.1c6dc8p-107,-0x1.1c6dc6p-107,1
122244,0x1.1a1faap-108,-0x1.85bd68p+0,-0x1.ad82dcp-109,-0x1.ad82dap-109,1
122263,0x1.09c43ap-124,-0x1.e0bc8cp-5,-0x0p+0,-0x1.f313ap-130,1
122286,0x1.bf6dbap-124,-0x1.ce5c54p+0,-0x1.940cb4p-124,-0x1.940cb2p-124,1
122292,-0x1.a0dbep-130,0x1.eaf56cp-1,-0x0p+0,-0x1.8fba4p-131,0
122308,-0x1.f84f7ep-108,-0x1.036edep-1,0x1.ff12d2p-110,0x1.ff12d4p-110,1
122334,-0x1.7cbfdp-129,0x1.bd8afep+0,-0x0p+0,-0x1.4b54p-129,0
122336,0x1.8967bap-119,-0x1.cc5a7ap+0,-0x1.61b8b8p-119,-0x1.61b8b6p-119,1
122346,0x1.ac1bdp-129,0x1.04fd34p-2,0x0p+0,0x1.b4738p-132,0
122352,0x1.654186p-125,-0x1.0825acp-3,-0x0p+0,-0x1.70a02p-129,1
122357,0x1.46fed6p-126,-0x1.7775a8p-4,-0x0p+0,-0x1.df958p-131,1
122371,0x1.46389p-129,0x1.1460cep+0,0x0p+0,0x1.60304p-130,0
122372,-0x1.bf223ep-124,-0x1.62c08ep-2,0x1.35ced4p-126,0x1.35ced6p-126,1
122374,0x1.3c11d6p-119,0x1.2b94fp+0,0x1.71e0bap-120,0x1.71e0b8p-120,1
122378,-0x1.96b48p-132,0x1.989d6ap-1,-0x0p+0,-0x1.4494p-133,0
122381,-0x1.3de23ep-113,-0x1.68cd46p-4,0x1.c0050ap-118,0x1.c0050cp-118,1
122401,-0x1.135aap-126,-0x1.1b98b2p+0,0x1.1b98b2p-126,0x1.31096cp-127,1
122402,-0x1.78787ep-109,0x1.029dfep+0,-0x1.7c51c4p-110,-0x1.7c51c6p-110,1
122405,0x1.e37292p-105,0x1.cf0b0cp-2,0x1.b5388cp-107,0x1.b5388ap-107,1
122411,0x1.bf2806p-123,0x1.101f86p+0,0x1.db5198p-124,0x1.db5196p-124,1
122423,0x1.7fb68p-132,-0x1.189c8p+0,-0x0p+0,-0x1.a49ap-133,0
122424,0x1.91378p-131,0x1.3f7612p-1,0x0p+0,0x1.f4adp-133,0
122428,0x1.aca53ap-113,-0x1.a409dp-3,-0x1.5fa7c2p-116,-0x1.5fa7cp-116,1
122451,-0x1.225fp-131,0x1.6cec2cp-2,-0x0p+0,-0x1.9deap-134,0
122519,0x1.4d09p-133,0x1.d2e502p+0,0x0p+0,0x1.2fb1p-133,0
122522,-0x1.760f48p-124,0x1.59fca2p-2,-0x0p+0,-0x1.f98bbcp-127,1
122530,0x1.8f62eep-109,-0x1.8f4bbp+0,-0x1.3778a4p-109,-0x1.3778a2p-109,1
122567,0x1.0926b6p-126,-0x1.ca4ac6p-1,-0x0p+0,-0x1.daacb8p-128,1
122572,0x1.31dcap-129,0x1.3bec7p+0,0x0p+0,0x1.7975p-130,0
122585,-0x1.4b7ap-133,-0x1.0c5e3ap+0,0x0p+0,0x1.5b7ep-134,0
122595,0x1.fd3bcp-131,-0x1.db98f6p-2,-0x0p+0,-0x1.d907p-133,0
122625,0x1.5fda2p-130,-0x1.084812p+0,-0x0p+0,-0x1.6b3bcp-131,0
122649,0x1.06ef64p-126,0x1.061cc2p-1,0x0p+0,0x1.0d3688p-128,1
122660,0x1.4726eap-111,-0x1.568064p-1,-0x1.b5b212p-113,-0x1.b5b21p-113,1
122706,-0x1.d6c2cp-131,0x1.42c602p-4,-0x0p+0,-0x1.28c8p-135,0
122715,0x1.39408p-132,0x1.54f44ep+0,0x0p+0,0x1.a134p-133,0
122797,0x1.a14a7ep-121,-0x1.e87fe8p-2,-0x1.8e2342p-123,-0x1.8e234p-123,1
122850,0x1.1cbfbep-112,-0x1.8edfd4p-1,-0x1.bbab14p-114,-0x1.bbab1p-114,1
122855,0x1.a31bp-133,-0x1.c9a09ep-1,-0x0p+0,-0x1.769ap-134,0
122856,0x1.90656p-130,0x1.a97612p+0,0x0p+0,0x1.4cb8ap-130,0
122860,-0x1.11a5cep-111,0x1.33ea4ap-1,-0x1.492444p-113,-0x1.492446p-113,1
122872,-0x1.7afa36p-113,-0x1.a5d02ep-1,0x1.3838d4p-114,0x1.3838d6p-114,1
122873,0x1.9b14cp-131,0x1.30c24cp-7,0x0p+0,0x1.e98p-139,0
122895,-0x1.abd67ep-108,0x1.936762p-1,-0x1.5117b6p-109,-0x1.5117b8p-109,1
122897,0x1.c85ed6p-119,-0x1.53184cp+1,-0x1.2e4074p-118,-0x1.2e4072p-118,1
122935,0x1.8dcdcp-129,-0x1.cc529p+0,-0x0p+0,-0x1.65a7p-129,0
122939,-0x1.167efep-109,-0x1.14b1b8p+0,0x1.2d023ep-110,0x1.2d024p-110,1
122941,-0x1.38b0eap-113,-0x1.385fe6p-2,0x1.7d8cbep-116,0x1.7d8ccp-116,1
122960,-0x1.f561bap-116,0x1.7c0f76p-2,-0x1.742daap-118,-0x1.742dacp-118,1
122971,0x1.ea3caap-126,-0x1.f5d7ep-1,-0x0p+0,-0x1.e0830cp-127,1
122973,-0x1.51cf06p-113,-0x1.5193c6p-3,0x1.bd7484p-117,0x1.bd7486p-117,1
122976,0x1.854e72p-114,0x1.2295dp-1,0x1.b9e6b2p-116,0x1.b9e6bp-116,1
122978,0x1.6ea262p-116,-0x1.7229c8p-7,-0x1.091146p-123,-0x1.091144p-123,1
122996,-0x1.3180cp-130,0x1.1f23a8p-1,-0x0p+0,-0x1.56aap-132,0
123008,0x1.fd65p-133,-0x1.842722p-2,-0x0p+0,-0x1.822cp-135,0
123049,-0x1.12d4dep-117,-0x1.e9e6d8p-5,0x1.06f836p-122,0x1.06f838p-122,1
123050,0x1.707e3cp-123,0x1.ebf258p-4,0x0p+0,0x1.620f78p-127,1
123067,-0x1.b1e62p-130,-0x1.5c4846p-1,0x0p+0,0x1.27278p-131,0
123070,-0x1.40abd2p-106,0x1.ce5fa4p-3,-0x1.2196fp-109,-0x1.2196f2p-109,1
123082,0x1.7a031ap-119,-0x1.f9b272p-1,-0x1.755bdp-120,-0x1.755bcep-120,1
123084,0x1.2e7bcp-131,0x1.6f3cfcp-2,0x0p+0,0x1.b1ecp-134,0
123123,-0x1.bcb408p-127,0x1.90c8dep-3,-0x0p+0,-0x1.5c1b2p-130,0
123147,0x1.c40292p-124,-0x1.a4ef8p-1,-0x1.739d8ep-125,-0x1.739d8cp-125,1
123151,0x1.d6797p-129,-0x1.b9f83ep-4,-0x0p+0,-0x1.962p-133,0
123197,0x1.ca2fep-129,0x1.2119eap-1,0x0p+0,0x1.02b74p-130,0
123203,0x1.0b2cbep-116,-0x1.0e585ap+0,-0x1.1a2568p-117,-0x1.1a2566p-117,1
123244,-0x1.e706c6p-122,0x1.e250b6p-1,-0x1.caca24p-123,-0x1.caca26p-123,1
123253,0x1.c698b6p-114,0x1.9c1a0ep-1,0x1.6de606p-115,0x1.6de604p-115,1
123263,0x1.2236dep-125,0x1.0903b2p-4,0x0p+0,0x1.2c6fp-130,1
123311,-0x1.75eap-133,-0x1.0164cep+0,0x0p+0,0x1.77f4p-134,0
123318,0x1.94e9acp-127,-0x1.8d787p+0,-0x0p+0,-0x1.3a5674p-127,0
123337,0x1.319c42p-116,-0x1.21e496p-1,-0x1.5a124cp-118,-0x1.5a1248p-118,1
123340,-0x1.476e6p-128,-0x1.b933dep+0,0x0p+0,0x1.1a27cp-128,0
123344,-0x1.e765p-132,0x1.783bcep-1,-0x0p+0,-0x1.6627p-133,0
123346,-0x1.47ed58p-126,0x1.78a3dap-1,-0x0p+0,-0x1.e2768p-128,1
123355,-0x1.e4e136p-115,0x1.a60c56p-1,-0x1.8fb14cp-116,-0x1.8fb14ep-116,1
123360,0x1.2d5f6ep-105,-0x1.63efc4p-2,-0x1.a3059cp-108,-0x1.a30598p-108,1
123372,-0x1.b6ef62p-114,-0x1.8511ccp-1,0x1.4d8c2p-115,0x1.4d8c22p-115,1
123376,0x1.7983cap-116,0x1.3baf5ap+0,0x1.d187c2p-117,0x1.d187cp-117,1
123399,-0x1.5f92p-133,0x1.65b0bep+0,-0x0p+0,-0x1.eb3ap-134,0
123401,-0x1.75e11p-129,0x1.be4ba8p+0,-0x0p+0,-0x1.45e64p-129,0
123430,0x1.9797p-131,0x1.f2aa78p+0,0x0p+0,0x1.8cf98p-131,0
123434,-0x1.814e86p-120,0x1.01bdf4p+0,-0x1.83edb8p-121,-0x1.83edbap-121,1
123442,0x1.5045aap-126,0x1.68c45cp-3,0x0p+0,0x1.d9e3ep-130,1
123466,0x1.3f638p-131,0x1.7b8cfcp-1,0x0p+0,0x1.d988p-133,0
123469,0x1.83c1bep-116,0x1.13b9c8p+0,0x1.a1a288p-117,0x1.a1a286p-117,1
123479,0x1.c806eep-115,0x1.744a42p-1,0x1.4b972ep-116,0x1.4b972cp-116,1
123484,0x1.4a1fe4p-123,-0x1.c47e8ep-4,-0x0p+0,-0x1.23c1cp-127,1
123487,0x1.90d18p-130,0x1.9b991p+0,0x0p+0,0x1.4238p-130,0
123491,-0x1.a8316cp-127,-0x1.0052e4p+0,0x0p+0,0x1.a8bac8p-128,0
123499,-0x1.63eedap-121,0x1.eb8c4ap-2,-0x1.55b712p-123,-0x1.55b714p-123,1
123515,-0x1.76422ap-117,-0x1.73e87p+0,0x1.0fdad8p-117,0x1.0fdadap-117,1
123549,0x1.3d5812p-122,0x1.54cf5cp+0,0x1.a67a06p-123,0x1.a67a04p-123,1
123553,0x1.3f785p-129,-0x1.e12bc4p-3,-0x0p+0,-0x1.2c3cp-132,0
123560,-0x1.4fe73ep-120,-0x1.51b95ep-1,0x1.bb22ap-122,0x1.bb22a2p-122,1
123562,-0x1.f1ecp-133,0x1.8942eap+0,-0x0p+0,-0x1.7e73p-133,0
123567,-0x1.3c3e5ep-113,-0x1.66212p-1,0x1.ba682p-115,0x1.ba6824p-115,1
123571,0x1.9c2eeap-112,-0x1.9e5aap+0,-0x1.4d92e6p-112,-0x1.4d92e4p-112,1
123577,0x1.ebf2p-133,-0x1.55a7b6p-1,-0x0p+0,-0x1.4846p-134,0
123593,-0x1.16cc36p-124,0x1.436b1cp-1,-0x1.60384cp-126,-0x1.60384ep-126,1
123656,0x1.405414p-124,-0x1.835096p-3,-0x0p+0,-0x1.e4a3fp-128,1
123658,-0x1.29be36p-121,0x1.5f9dd4p-6,-0x0p+0,-0x1.98f36p-128,1
123659,0x1.461c8ep-105,0x1.d4de7ep-1,0x1.2aa3d2p-106,0x1.2aa3dp-106,1
123699,0x1.9cb198p-127,0x1.242988p-5,0x0p+0,0x1.d6fep-133,0
123711,-0x1.19d62ep-112,0x1.bcf4e6p+0,-0x1.e9dd12p-113,-0x1.e9dd16p-113,1
123718,0x1.090ebep-123,-0x1.a33d68p-3,-0x0p+0,-0x1.b212b4p-127,1
123735,0x1.f17786p-110,-0x1.c28a42p-1,-0x1.b5c064p-111,-0x1.b5c062p-111,1
123738,-0x1.997bap-129,0x1.c7cfaap-1,-0x0p+0,-0x1.6c8b8p-130,0
123745,0x1.1732ep-130,0x1.3df16cp-2,0x0p+0,0x1.5ac1p-133,0
123761,0x1.0d8082p-114,-0x1.8b2d5ap+0,-0x1.a0050ap-115,-0x1.a00506p-115,1
123783,0x1.13cc5p-124,-0x1.63e88ap-2,-0x0p+0,-0x1.7f6ed8p-127,1
123784,-0x1.2fa3cp-131,-0x1.b0a71ep-2,0x0p+0,0x1.0095p-133,0
123793,0x1.3db66ap-104,-0x1.1631dcp+1,-0x1.5941fap-104,-0x1.5941f8p-104,1
123799,0x1.69403ap-122,-0x1.66292ap-1,-0x1.f969eap-124,-0x1.f969e8p-124,1
123802,-0x1.8add0ap-111,-0x1.49daaap-4,0x1.fcc756p-116,0x1.fcc758p-116,1
123814,0x1.aa5946p-104,0x1.3088f8p-5,0x1.fb2e22p-110,0x1.fb2e2p-110,1
123884,-0x1.34730ep-124,0x1.8c0924p-2,-0x0p+0,-0x1.dd2cfcp-127,1
123886,-0x1.7cabcp-131,-0x1.ff147ap+0,0x0p+0,0x1.7bfdp-131,0
123891,0x1.59a40ep-107,-0x1.630d58p-3,-0x1.df6086p-111,-0x1.df6084p-111,1
123895,0x1.533d52p-105,0x1.5e7a16p-1,0x1.d06fa2p-107,0x1.d06f9ep-107,1
123898,-0x1.0be1cap-105,-0x1.ef71aep-1,0x1.033844p-106,0x1.033846p-106,1
123915,0x1.7bed66p-114,-0x1.11494cp-2,-0x1.9594f4p-117,-0x1.9594f2p-117,1
123923,-0x1.d111d8p-128,-0x1.c10054p-1,0x0p+0,0x1.97d88p-129,0
123933,0x1.d3148p-131,0x1.6a191p-1,0x0p+0,0x1.4a548p-132,0
123938,-0x1.779e02p-115,0x1.31b338p+0,-0x1.c08a34p-116,-0x1.c08a36p-116,1
123941,0x1.b05ap-133,-0x1.b247b4p-2,-0x0p+0,-0x1.6eb8p-135,0
123951,0x1.7a558ap-113,-0x1.0f6d54p-3,-0x1.912222p-117,-0x1.91222p-117,1
123955,0x1.21ef4p-131,0x1.6f3ee4p-1,0x0p+0,0x1.9fedp-133,0
123961,-0x1.468e8p-132,-0x1.22a85ap-1,0x0p+0,0x1.72c4p-134,0
123963,0x1.814152p-126,-0x1.cff8fap-1,-0x0p+0,-0x1.5d1de8p-127,1
123972,-0x1.d5b66ep-126,-0x1.8b447cp-1,0x0p+0,0x1.6a9f14p-127,1
123976,-0x1.186ffap-126,-0x1.d832f2p+0,0x1.d832f2p-126,0x1.02a32p-126,1
123978,-0x1.0d094cp-125,0x1.b0df06p-2,-0x0p+0,-0x1.c6ea1p-128,1
123981,-0x1.3020a6p-111,-0x1.b4d38cp+0,0x1.037974p-111,0x1.037976p-111,1
123989,0x1.63b8dep-115,0x1.96cf6ep-3,0x1.1aa3b8p-118,0x1.1aa3b6p-118,1
123991,0x1.b3dc0ap-119,0x1.9c153cp+0,0x1.5ecd26p-119,0x1.5ecd24p-119,1
123997,0x1.4a8bbep-123,-0x1.fdb9aap-1,-0x1.4913ccp-124,-0x1.4913cap-124,1
124009,-0x1.6e73bap-108,-0x1.da213cp-1,0x1.5358eap-109,0x1.5358ecp-109,1
124017,0x1.7493e6p-125,-0x1.1e12ccp+0,-0x1.a05898p-126,-0x1.a05896p-126,1
124024,0x1.17b5e6p-106,0x1.03826p-1,0x1.1b8b7cp-108,0x1.1b8b7ap-108,1
124043,-0x1.5bf3d8p-128,0x1.1ea5cp-1,-0x0p+0,-0x1.859bcp-130,0
124048,-0x1.772678p-128,-0x1.1c4d0cp-3,0x0p+0,0x1.a09f8p-132,0
124060,-0x1.593402p-126,0x1.c9c7ap-1,-0x0p+0,-0x1.34a58p-127,1
124062,0x1.2b7a8p-131,0x1.3a1848p+1,0x0p+0,0x1.6f70cp-131,0
124065,-0x1.c381p-133,0x1.b706c6p+0,-0x0p+0,-0x1.8326p-133,0
124086,0x1.a62p-131,-0x1.977a6ap-1,-0x0p+0,-0x1.4ff38p-132,0
124094,0x1.05fc16p-124,-0x1.fa6de2p-1,-0x1.03225ep-125,-0x1.03225cp-125,1
124095,0x1.612ep-133,-0x1.9d3136p-2,-0x0p+0,-0x1.1d04p-135,0
124100,0x1.8e4e7ep-118,-0x1.fa48fep-2,-0x1.89dc5ep-120,-0x1.89dc5cp-120,1
124117,0x1.8c69p-133,0x1.c1eecp-1,0x0p+0,0x1.5c5ap-134,0
124123,0x1.4586p-127,-0x1.292b86p-3,-0x0p+0,-0x1.79dfcp-131,0
124126,0x1.54a9ap-130,-0x1.36f2cep+0,-0x0p+0,-0x1.9dc84p-131,0
124131,0x1.b4f206p-115,0x1.634626p-2,0x1.2f31aep-117,0x1.2f31acp-117,1
124144,-0x1.81243p-129,-0x1.401164p-1,0x0p+0,0x1.e1878p-131,0
124145,-0x1.6f08eap-107,-0x1.aa4dp-4,0x1.31999cp-111,0x1.31999ep-111,1
124147,-0x1.fce2c6p-126,-0x1.fe4eep+0,0x1.fe4eep-126,0x1.fb344ap-126,1
124148,0x1.f165cap-121,0x1.cb269ap+0,0x1.be0e42p-121,0x1.be0e4p-121,1
124183,0x1.4effap-129,0x1.e01e4ep-1,0x0p+0,0x1.3a238p-130,0
124199,0x1.340672p-126,-0x1.4000dcp-6,-0x0p+0,-0x1.8109p-133,1
124209,0x1.c06c2p-129,0x1.d9abc4p-1,0x0p+0,0x1.9eda6p-130,0
124218,0x1.3465eap-105,0x1.b5c964p-1,0x1.07b24cp-106,0x1.07b24ap-106,1
124229,-0x1.26c1d4p-125,0x1.e6d762p-6,-0x0p+0,-0x1.1846p-131,1
124230,-0x1.950ep-132,0x1.7c1e62p-3,-0x0p+0,-0x1.2cb8p-135,0
124253,-0x1.c32df2p-111,-0x1.111378p-1,0x1.e1464cp-113,0x1.e1464ep-113,1
124260,0x1.7acd2ep-111,0x1.2909c4p-3,0x1.b7868p-115,0x1.b7867ep-115,1
124267,0x1.f12acp-130,-0x1.cd042ap-3,-0x0p+0,-0x1.bfa9p-133,0
124277,0x1.524e9ep-107,-0x1.d1a88p-7,-0x1.33afbep-114,-0x1.33afbcp-114,1
124284,0x1.21209ap-124,0x1.e0053ep-1,0x1.0f1188p-125,0x1.0f1186p-125,1
124290,0x1.c6efeap-117,0x1.87eb2ap-1,0x1.5c3d2ep-118,0x1.5c3d2cp-118,1
124298,-0x1.06fbp-131,0x1.3b8348p+0,-0x0p+0,-0x1.441d8p-132,0
124311,0x1.e8bb6ap-112,-0x1.bcb09p+0,-0x1.a87b12p-112,-0x1.a87b1p-112,1
124344,-0x1.91f28ep-120,0x1.a69018p-4,-0x1.4bbc08p-124,-0x1.4bbc0ap-124,1
124355,0x1.32a1ap-128,-0x1.73d7d2p+0,-0x0p+0,-0x1.bd62cp-129,0
124358,0x1.2341dep-119,0x1.2ae77ap+0,0x1.54120ap-120,0x1.541208p-120,1
124360,-0x1.4d1c2ep-124,-0x1.83c886p-1,0x1.f89682p-126,0x1.f89686p-126,1
124361,-0x1.7f6016p-121,0x1.96449cp-7,-0x0p+0,-0x1.30349p-128,1
124365,-0x1.00029ap-107,-0x1.0e5274p+0,0x1.0e5532p-108,0x1.0e5534p-108,1
124369,-0x1.1a32c4p-127,-0x1.08801cp-4,0x0p+0,0x1.23918p-132,0
124381,-0x1.cf59dap-111,-0x1.f7e45ep-1,0x1.c8036ep-112,0x1.c8037p-112,1
124382,0x1.6ad76ap-106,0x1.0e49b4p-1,0x1.7f17aap-108,0x1.7f17a8p-108,1
124389,-0x1.7bd766p-125,-0x1.6217a4p-1,0x1.06b176p-126,0x1.06b178p-126,1
124390,0x1.708ab4p-126,0x1.5218e4p-2,0x0p+0,0x1.e6bafp-129,1
124399,-0x1.2d47aep-125,-0x1.1cf1b4p-2,0x0p+0,0x1.4f57f8p-128,1
124411,-0x1.356c0cp-127,-0x1.81faa2p+0,0x0p+0,0x1.d2867p-128,0
124429,-0x1.5ed972p-117,-0x1.0c97e6p+0,0x1.701bcep-118,0x1.701bdp-118,1
124439,-0x1.98ae16p-115,0x1.ee296ap-1,-0x1.8a7104p-116,-0x1.8a7106p-116,1
124446,0x1.441578p-128,0x1.ec2534p-2,0x0p+0,0x1.37844p-130,0
124465,-0x1.e59122p-122,-0x1.f197cap-1,0x1.d7e754p-123,0x1.d7e756p-123,1
124466,-0x1.63cdp-132,0x1.20bd4ap-3,-0x0p+0,-0x1.915p-136,0
124473,0x1.bcb41cp-125,-0x1.e86d3ep-2,-0x0p+0,-0x1.a83a8cp-127,1
124520,-0x1.617606p-114,-0x1.76597ap+0,0x1.026efap-114,0x1.026efcp-114,1
124528,0x1.871e62p-105,0x1.2485b6p+1,0x1.beeaf2p-105,0x1.beeafp-105,1
124543,0x1.1036a8p-126,-0x1.9edcep+0,-0x1.9edcep-126,-0x1.b9234p-127,1
124557,0x1.3083aap-121,-0x1.dabf8ap-1,-0x1.1a5bd2p-122,-0x1.1a5bdp-122,1
124559,0x1.f739fap-116,0x1.d5e178p-1,0x1.cdd438p-117,0x1.cdd436p-117,1
124580,0x1.51f656p-111,-0x1.dc62fp-2,-0x1.3a7454p-113,-0x1.3a7452p-113,1
124583,0x1.7fbdb4p-127,-0x1.c5817ep-1,-0x0p+0,-0x1.53e66p-128,0
124587,-0x1.af7ap-132,0x1.6cede6p-2,-0x0p+0,-0x1.338ap-134,0
124599,-0x1.c5b58p-128,-0x1.79ec4ap+0,0x0p+0,0x1.4ee588p-128,0
124613,-0x1.97e21ep-112,-0x1.0c601cp+0,0x1.ab99d6p-113,0x1.ab99d8p-113,1
124616,0x1.ec8f7cp-127,-0x1.50b07p-1,-0x0p+0,-0x1.43e7e8p-128,0
124628,-0x1.106116p-113,0x1.78a714p-2,-0x1.90c05ap-116,-0x1.90c05cp-116,1
124629,-0x1.fe6b06p-109,-0x1.39c1b6p-1,0x1.38c988p-110,0x1.38c98ap-110,1
124638,0x1.b2f4dp-129,-0x1.27e486p-5,-0x0p+0,-0x1.f6bcp-135,0
124639,-0x1.904fcp-131,-0x1.a7bddep-3,0x0p+0,0x1.4b4ep-134,0
124641,0x1.27f356p-104,0x1.287be6p-2,0x1.56c09ap-107,0x1.56c098p-107,1
124663,0x1.9f25p-133,-0x1.b85edcp-2,-0x0p+0,-0x1.651p-135,0
124677,0x1.aab65ep-118,0x1.819de8p-2,0x1.4161bep-120,0x1.4161bcp-120,1
124700,0x1.73b284p-126,-0x1.e66fbep+0,-0x1.e66fbep-126,-0x1.612392p-126,1
124702,0x1.4545p-133,0x1.c22fbap+0,0x0p+0,0x1.1dffp-133,0
124708,0x1.aa709p-127,0x1.6c13bap+0,0x0p+0,0x1.2f3c74p-127,0
124714,-0x1.1095bp-128,0x1.6d37p+0,-0x0p+0,-0x1.84ep-129,0
124720,0x1.172e5ap-118,-0x1.bc56f8p-3,-0x1.e4934p-122,-0x1.e4933cp-122,1
124741,-0x1.7e9d72p-104,0x1.18120ap-6,-0x1.a29728p-111,-0x1.a2972ap-111,1
124745,-0x1.2bef2ep-124,0x1.12a0f4p-2,-0x0p+0,-0x1.41c294p-127,1
124778,-0x1.4494eep-113,0x1.8b1a6ap-1,-0x1.f4f346p-115,-0x1.f4f348p-115,1
124791,-0x1.3dcae8p-128,0x1.9933b8p-5,-0x0p+0,-0x1.fbfap-134,0
124796,0x1.c783p-133,-0x1.5c5824p-3,-0x0p+0,-0x1.35e8p-136,0
124815,-0x1.34cdf2p-118,-0x1.5b43bcp-2,0x1.a2e4d8p-121,0x1.a2e4dcp-121,1
124816,0x1.4737p-130,0x1.d94ed4p-3,0x0p+0,0x1.2e7dp-133,0
124830,0x1.0253p-130,-0x1.be5162p-2,-0x0p+0,-0x1.c25fp-133,0
124834,0x1.2d49cp-131,0x1.a90222p-1,0x0p+0,0x1.f432p-133,0
124837,-0x1.1a86b2p-120,-0x1.8bad0cp+0,0x1.b4acccp-121,0x1.b4accep-121,1
124842,-0x1.dd8ed8p-128,-0x1.6c3aa8p-1,0x0p+0,0x1.53ba5p-129,0
124858,0x1.88234p-128,0x1.a1b45p+0,0x0p+0,0x1.3feadp-128,0
124863,-0x1.0059ap-127,-0x1.07642p+0,0x0p+0,0x1.07c058p-128,0
124872,0x1.4484p-133,-0x1.0fbcaep-1,-0x0p+0,-0x1.5878p-135,0
124877,0x1.229da6p-123,0x1.61d1f2p+1,0x1.91a9bap-123,0x1.91a9b8p-123,1
124898,0x1.2997fp-129,0x1.daa178p-6,0x0p+0,0x1.13ep-135,0
124901,-0x1.438cfcp-127,-0x1.ae90f2p+0,0x0p+0,0x1.101704p-127,0
124909,0x1.6df1cap-106,-0x1.b4b6c2p-1,-0x1.382288p-107,-0x1.382286p-107,1
124912,-0x1.ed501ap-104,-0x1.776deep-5,0x1.69ba14p-109,0x1.69ba16p-109,1
124916,0x1.546abp-128,0x1.315c58p-1,0x0p+0,0x1.960dep-130,0
124932,-0x1.d3bbc6p-126,-0x1.87fec4p+0,0x1.87fec4p-126,0x1.661aa4p-126,1
124938,0x1.80a6p-132,-0x1.dd7d62p-2,-0x0p+0,-0x1.66b8p-134,0
124939,-0x1.7d01dap-121,0x1.11806cp-1,-0x1.970e1ap-123,-0x1.970e1cp-123,1
124940,-0x1.02a8bap-119,0x1.fd8032p-3,-0x1.01657ep-122,-0x1.01658p-122,1
124944,-0x1.62a994p-126,0x1.55e6d2p-1,-0x0p+0,-0x1.d9aba8p-128,1
124947,-0x1.f408e2p-110,0x1.e7306ap-2,-0x1.dbcdbap-112,-0x1.dbcdbcp-112,1
124973,0x1.6b0604p-124,-0x1.4dd246p-2,-0x0p+0,-0x1.d961p-127,1
125008,0x1.7a29ap-127,-0x1.d331fap-4,-0x0p+0,-0x1.5912p-131,0
125012,-0x1.4f0a1cp-125,-0x1.693ffcp-1,0x0p+0,0x1.d8c9p-127,1
125021,-0x1.1752c2p-113,0x1.158f92p+0,-0x1.2ed93p-114,-0x1.2ed932p-114,1
125028,0x1.3edfe2p-123,-0x1.8aaedp-2,-0x1.eb9e54p-126,-0x1.eb9e52p-126,1
125054,-0x1.008d0ep-115,0x1.8e018ap-1,-0x1.8edcd4p-117,-0x1.8edcd6p-117,1
125059,0x1.f6b646p-118,0x1.039fdcp-1,0x1.fdd456p-120,0x1.fdd454p-120,1
125083,0x1.35a206p-124,-0x1.3929bep+0,-0x1.7ac598p-125,-0x1.7ac596p-125,1
125084,-0x1.2d9ep-133,-0x1.b304dcp-1,0x0p+0,0x1.0044p-134,0
125096,0x1.099ep-130,-0x1.4454f8p-3,-0x0p+0,-0x1.5084p-134,0
125105,-0x1.36142p-129,-0x1.6a5c94p+0,0x0p+0,0x1.b6e8ap-130,0
125119,-0x1.0bb1fp-125,0x1.817c58p-1,-0x0p+0,-0x1.9318ap-127,1
